Faculty,Partner University,PU Course,PU Course Title,PU Course Units,NUS Course,NUS Course Title,NUS Course Units,Pre Approved
School of Computing,"Hong Kong Polytechnic University, The",AMA4680,Statistical Machine Learning,3.00,CS3244,Machine Learning,4.00,False
School of Computing,"Hong Kong Polytechnic University, The",COMP3421,Web Application Design and Development,3.00,CS3226,Web Programming and Applicatio,4.00,False
School of Computing,"Hong Kong Polytechnic University, The",COMP4133,Information Retrieval,3.00,CS3245,Information Retrieval,4.00,False
School of Computing,"Hong Kong Polytechnic University, The",COMP4433,Data Mining and Data Warehousing,3.00,CS5228,Knowledge Discovery and Data M,4.00,False
School of Computing,"Hong Kong Polytechnic University, The",MM4772,Product Management,3.00,IS4262,Digital Product Management,4.00,False
School of Computing,"Hong Kong Polytechnic University, The",COMP4433,Data Mining and Data Warehousing,3.00,IS4242,Intelligent Systems and Techni,4.00,False
School of Computing,"Hong Kong Polytechnic University, The",COMP4123,Business Process and Workflow Management,3.00,BT4301,Business Analytics Solutions D,4.00,False
School of Computing,"Hong Kong Polytechnic University, The",COMP4142,E-Payment and Cryptocurrency,3.00,IS4302,Blockchain and Distributed Led,4.00,False
School of Computing,"Hong Kong Polytechnic University, The",HTM4350,"Big Data Analytics in Hospitality, Tourism and Events",3.00,BT4221,Advanced Analytics with Big Da,4.00,False
School of Computing,"Hong Kong Polytechnic University, The",COMP2012,Discrete Mathematics,3.00,CS1231,Discrete Structures,4.00,True
School of Computing,"Hong Kong Polytechnic University, The",COMP4432,Machine Learning,3.00,CS3244,Machine Learning,4.00,False
School of Computing,"Hong Kong Polytechnic University, The",COMP4423,Computer Vision,3.00,CS4243,Computer Vision and Pattern Re,4.00,False
School of Computing,"Hong Kong Polytechnic University, The",COMP3422,Creative Digital Media Design,3.00,CS2108,Introduction to Media Computin,4.00,False
School of Computing,"Hong Kong Polytechnic University, The",COMP4322,"Internetworking Protocols, Software and Management",3.00,CS4226,Internet Architecture,4.00,False
School of Computing,"Hong Kong Polytechnic University, The",COMP3021,Programming Language Paradigms,3.00,CS4215,Programming Language Implement,4.00,False
School of Computing,"Hong Kong Polytechnic University, The",COMP4442,Service And Cloud Computing,3.00,CS5224,Cloud Computing,4.00,False
School of Computing,"Hong Kong Polytechnic University, The",EIE3112,Database System,3.00,CS2102,Database Systems,4.00,False
School of Computing,"Hong Kong Polytechnic University, The",COMP3334,Computer Systems Security,3.00,CS3235,Computer Security,4.00,False
School of Computing,"Hong Kong Polytechnic University, The",COMP4134,Biometrics And Security,3.00,CS5332,Biometric Authentication,4.00,False
School of Computing,"Hong Kong Polytechnic University, The",COMP3241,Web Application Design and Development,3.00,IS3240,Digital Platform Strategy and,4.00,False
School of Computing,"Hong Kong Polytechnic University, The",COMP4442,Service and Cloud Computing,3.00,IS3240,Digital Platform Strategy and,4.00,False
School of Computing,"Hong Kong Polytechnic University, The",COMP4127,Information Systems Audit and Control,3.00,IS4234,"Governance, Regulation, and Co",4.00,False
School of Computing,"Hong Kong Polytechnic University, The",COMP2411,Database Systems,3.00,CS2102,Database Systems,4.00,False
School of Computing,"Hong Kong Polytechnic University, The",COMP2432,Operating Systems,3.00,CS2106,Introduction to Operating Syst,4.00,False
School of Computing,"Hong Kong Polytechnic University, The",COMP4011,Theory of Computation,3.00,CS3231,Theory of Computation,4.00,False
School of Computing,"Hong Kong Polytechnic University, The",COMP2322,Computer Networking,3.00,CS2105,Introduction to Computer Netwo,4.00,False
School of Computing,"Hong Kong Polytechnic University, The",COMP4436,Artificial Intelligence of Things,3.00,CS2109S,Introduction to AI and Machine,4.00,False
School of Computing,"Hong Kong Polytechnic University, The",EIE4100,Computer Vision and Pattern Recognition,3.00,CS4243,Computer Vision and Pattern Re,4.00,False
School of Computing,"Hong Kong Polytechnic University, The",EIE2112,Foundation Techniques in Artificial Intelligence,3.00,CS3243,Introduction to Artificial Int,4.00,False
School of Computing,"Hong Kong Polytechnic University, The",COMP3011,Design and Analysis of Algorithms,3.00,CS3230,Design and Analysis of Algorit,4.00,False
School of Computing,"Hong Kong Polytechnic University, The",AMA358,Applied probability models for investment,3.00,BT4013,Analytics for Capital Market T,4.00,False
School of Computing,"Hong Kong Polytechnic University, The",MM3841,Internet Marketing,3.00,IS3240,Digital Platform Strategy and,4.00,False
School of Computing,"Hong Kong Polytechnic University, The",COMP4133,Information Retrieval,3.00,BT4222,Mining Web Data for Business I,4.00,False
School of Computing,"Hong Kong Polytechnic University, The",COMP3921,"FinTech Seminars and Case Studies (I, II and III)",3.00,IS4228,Information Technologies in Fi,4.00,False
School of Computing,"Hong Kong Polytechnic University, The",COMP2011,Data Structures,3.00,CS2040,Data Structures and Algorithms,4.00,False
School of Computing,"Hong Kong Polytechnic University, The",COMP4334,Principles and Practice for Internet Security,3.00,CS2107,Introduction to Information Se,4.00,False
School of Computing,"Hong Kong Polytechnic University, The",COMP2121,E-Business,3.00,IS4261,Designing AI-driven Business I,4.00,False
School of Computing,"Hong Kong Polytechnic University, The",COMP4431,Artificial Intelligence,3.00,CS3243,Introduction to Artificial Int,4.00,False
School of Computing,"Hong Kong Polytechnic University, The",COMP3423,Human Computer Interaction,3.00,CS3240,Interaction Design,4.00,False
School of Computing,"Hong Kong Polytechnic University, The",COMP3211,Software Engineering,3.00,CS2103,Software Engineering,4.00,False
School of Computing,"Hong Kong Polytechnic University, The",COMP4432,Machine Learning,3.00,CS2109S,Introduction to AI and Machine,4.00,False
School of Computing,"Hong Kong Polytechnic University, The",COMP3311,Applied Cryptography,3.00,CS4236,Cryptography Theory and Practi,4.00,False
School of Computing,"Hong Kong Polytechnic University, The",COMP4434,Big Data Analytics,3.00,BT4221,Advanced Analytics with Big Da,4.00,False
School of Computing,"Hong Kong Polytechnic University, The",COMP4531,Emerging Topics in FinTech,3.00,IS4228,Information Technologies in Fi,4.00,False
School of Computing,"Hong Kong Polytechnic University, The",AF4317,Derivative Securities,3.00,BT4016,Risk Analytics for Financial S,4.00,False
School of Computing,Hong Kong University of Science & Technology,COMP4111,Software Engineering Practices,3.00,CS3219,Software Engineering Principle,4.00,False
School of Computing,Hong Kong University of Science & Technology,COMP5112,Parallel Programming,3.00,CS3210,Parallel Computing,4.00,False
School of Computing,Hong Kong University of Science & Technology,COMP5311,Database Architecture and Implementation,3.00,CS3223,Database Systems Implementatio,4.00,False
School of Computing,Hong Kong University of Science & Technology,COMP5712,Introduction to Combinatorial Optimization,3.00,CS4234,Optimisation Algorithms,4.00,False
School of Computing,Hong Kong University of Science & Technology,COMP4211,Machine Learning,3.00,IT3011,Introduction to Machine Learni,4.00,False
School of Computing,Hong Kong University of Science & Technology,COMP4332,Big Data Mining and Management,3.00,CS4225,Big Data Systems for Data Scie,4.00,False
School of Computing,Hong Kong University of Science & Technology,COMP5421,COMPUTER VISION,3.00,CS4243,Computer Vision and Pattern Re,4.00,False
School of Computing,Hong Kong University of Science & Technology,COMP3311,Database Management Systems,3.00,IT2002,Database Technology and Manage,4.00,False
School of Computing,Hong Kong University of Science & Technology,COMP4651,Cloud Computing and Big Data Systems,3.00,IS4236,Cloud Services and Infrastruct,4.00,False
School of Computing,Hong Kong University of Science & Technology,COMP4461,Human-Computer Interaction,3.00,CS3240,Interaction Design,4.00,False
School of Computing,Hong Kong University of Science & Technology,COMP3511,Operating Systems,3.00,CS2106,Introduction to Operating Syst,4.00,False
School of Computing,Hong Kong University of Science & Technology,ISOM3360,Data Mining for Business Analytics,4.00,IS4240,Business Intelligence Systems,4.00,False
School of Computing,Hong Kong University of Science & Technology,ISOM4740,Enterprise Resource Management,3.00,IS3221,ERP Systems with Analytics Sol,4.00,False
School of Computing,Hong Kong University of Science & Technology,COMP2711,Discrete Mathematical Tools for Computer Science,4.00,CS1231,Discrete Structures,4.00,True
School of Computing,Hong Kong University of Science & Technology,COMP4621,Computer Communication Networks 1,3.00,CS2105,Introduction to Computer Netwo,4.00,False
School of Computing,Hong Kong University of Science & Technology,COMP2611,Computer Organization,4.00,CS2100,Computer Organisation,4.00,False
School of Computing,Hong Kong University of Science & Technology,ELEC2300,Computer Organization,4.00,CS2100,Computer Organisation,4.00,False
School of Computing,Hong Kong University of Science & Technology,ISOM4100,Information Systems Auditing and Security,3.00,IS4234,"Governance, Regulation, and Co",4.00,False
School of Computing,Hong Kong University of Science & Technology,IEDA3300,Industrial Data Systems,3.00,IT2002,Database Technology and Manage,4.00,False
School of Computing,Hong Kong University of Science & Technology,DASC4020,Structured Query Language for Data Analytics,3.00,IT3010,Data Management for Business A,4.00,False
School of Computing,Hong Kong University of Science & Technology,ISOM3260,Database Design and adminstration,3.00,BT2102,Data Management and Visualisat,4.00,False
School of Computing,Hong Kong University of Science & Technology,ISOM3370,Big Data Technologies,3.00,CS4225,Big Data Systems for Data Scie,4.00,False
School of Computing,Hong Kong University of Science & Technology,DSA5012,Advanced Database Management for Data Science,3.00,CS3223,Database Systems Implementatio,4.00,False
School of Computing,Hong Kong University of Science & Technology,COMP4901G,High Performance Computing,3.00,CS3211,Concurrent Programming,4.00,False
School of Computing,Hong Kong University of Science & Technology,DSAA5012,Advanced Database Management for Data Science,3.00,CS3223,Database Systems Implementatio,4.00,False
School of Computing,Hong Kong University of Science & Technology,ISOM3360,Data Mining for Business Analytics,3.00,BT4222,Mining Web Data for Business I,4.00,False
School of Computing,Hong Kong University of Science & Technology,COMP5212,Machine Learning,3.00,CS3244,Machine Learning,4.00,False
School of Computing,Hong Kong University of Science & Technology,IEDA3360,Predictive Analytics,3.00,BT4240,Machine Learning for Predictiv,4.00,False
School of Computing,Hong Kong University of Science & Technology,ISOM3350,FinTech and Cryptoventures,3.00,BT4013,Analytics for Capital Market T,4.00,False
School of Computing,Hong Kong University of Science & Technology,RMBI4210,Quantitative Methods for Risk Management,3.00,BT4016,Risk Analytics for Financial S,4.00,False
School of Computing,Hong Kong University of Science & Technology,COMP4331,Data Mining,3.00,IS3107,Data Engineering,4.00,False
School of Computing,Hong Kong University of Science & Technology,MATH4432,Statistical Machine Learning,3.00,CS3244,Machine Learning,4.00,False
School of Computing,Hong Kong University of Science & Technology,COMP1944,Artificial Intelligence Ethics,3.00,IS1108,Digital and AI Ethics,4.00,True
School of Computing,Hong Kong University of Science & Technology,ECON4305,Applied Machine Learning for Economic and Financial Analysis,3.00,BT4222,Mining Web Data for Business I,4.00,False
School of Computing,Hong Kong University of Science & Technology,COMP4471,Deep Learning in Computer Vision,3.00,CS4243,Computer Vision and Pattern Re,4.00,False
School of Computing,Hong Kong University of Science & Technology,COMP4634,Principles of Cybersecurity,3.00,CS2107,Introduction to Information Se,4.00,False
School of Computing,Hong Kong University of Science & Technology,COMP4331,Data Mining,3.00,BT4222,Mining Web Data for Business I,4.00,False
School of Computing,Hong Kong University of Science & Technology,SOSC3240,Application of Geographical Information Systems,3.00,BT4015,Geospatial Analytics,4.00,False
School of Computing,Hong Kong University of Science & Technology,FINA4713,Introduction to Artificial Intelligence and Big Data in Finance,3.00,BT4221,Advanced Analytics with Big Da,4.00,False
School of Computing,Hong Kong University of Science & Technology,COMP3631,Cryptography,3.00,CS4236,Cryptography Theory and Practi,4.00,False
School of Computing,Hong Kong University of Science & Technology,ISOM4750,Business Project Management,3.00,IS4100,IT Project Management,4.00,False
School of Computing,Hong Kong University of Science & Technology,COMP2211,Exploring Artificial Intelligence,3.00,IS4246,Smart Systems and AI Governanc,4.00,False
School of Computing,Hong Kong University of Science & Technology,ISOM3350,FinTech and Cryptoventures,3.00,IS4228,Information Technologies in Fi,4.00,False
School of Computing,Hong Kong University of Science & Technology,ISOM2310,"Fundamentals of E-Commerce: Business, Technology, and the Society",3.00,IS3240,Digital Platform Strategy and,4.00,False
School of Computing,Hong Kong University of Science & Technology,IEDA3330,Introduction to Financial Engineering,3.00,BT4016,Risk Analytics for Financial S,4.00,False
School of Computing,Hong Kong University of Science & Technology,IEDA4331,Quantitative Methods in Financial Engineering,3.00,IS4226,Systematic Trading Strategies,4.00,False
School of Computing,Hong Kong University of Science & Technology,ISOM4520,Statistics For Financial Risk ManagemenT,3.00,BT4016,Risk Analytics for Financial S,4.00,False
School of Computing,Hong Kong University of Science & Technology,SOSC3720,"Introduction to Social Network Analysis""",3.00,IS4241,Social Media Network Analysis,4.00,False
School of Computing,Hong Kong University of Science & Technology,COMP3021,"""Java Programming",3.00,CS2030,Programming Methodology II,4.00,False
School of Computing,Hong Kong University of Science & Technology,COMP4541,"Blockchain, Cryptocurrencies and Smart Contracts",3.00,IS4302,Blockchain and Distributed Led,4.00,False
School of Computing,Hong Kong University of Science & Technology,ISOM3180,Tele communications and Computer Networking Management,3.00,CS2105,Introduction to Computer Netwo,4.00,False
School of Computing,Hong Kong University of Science & Technology,ISOM3010,Information Systems Project Management,3.00,IS4100,IT Project Management,4.00,False
School of Computing,Hong Kong University of Science & Technology,COMP4641,Social Information Network Analysis and Engineering,3.00,IS4241,Social Media Network Analysis,4.00,False
School of Computing,Hong Kong University of Science & Technology,COMP4332,Big Data Mining and Management,3.00,BT4221,Advanced Analytics with Big Da,4.00,False
School of Computing,Hong Kong University of Science & Technology,RMBI4310,Advanced Data Mining for Risk Management and Business Intelligence,3.00,BT4222,Mining Web Data for Business I,4.00,False
School of Computing,Hong Kong University of Science & Technology,IEDA4510,System Risk Management,3.00,BT4012,Fraud Analytics,4.00,False
School of Computing,Hong Kong University of Science & Technology,IEDA4520,Numerical Methods for Financial Engineering,3.00,BT4013,Analytics for Capital Market T,4.00,False
School of Computing,Hong Kong University of Science & Technology,FINA4103,Financial Markets Trading and Structure,3.00,IS4226,Systematic Trading Strategies,4.00,False
School of Computing,Hong Kong University of Science & Technology,COMP4651,Cloud Computing and Big Data Systems,3.00,BT4221,Advanced Analytics with Big Da,4.00,False
School of Computing,Hong Kong University of Science & Technology,ISDN3300,Interaction Design,3.00,CS3240,Interaction Design,4.00,False
School of Computing,Hong Kong University of Science & Technology,ISOM4840,Financial Service Operations Management,3.00,IS4228,Information Technologies in Fi,4.00,False
School of Computing,Hong Kong University of Science & Technology,COMP4911,IT Entrepreneurship,3.00,CS4880,Digital Entrepreneurship,4.00,False
School of Computing,Hong Kong University of Science & Technology,COMP3111,Software Engineering,4.00,CS2103,Software Engineering,4.00,False
School of Computing,Hong Kong University of Science & Technology,COMP3311,Database Management Systems,3.00,CS2102,Database Systems,4.00,False
School of Computing,Hong Kong University of Science & Technology,ISOM3260,Database Design and Administration,3.00,CS2102,Database Systems,4.00,False
School of Computing,Hong Kong University of Science & Technology,COMP3211,Fundamentals of Artificial Intelligence,3.00,CS2109S,Introduction to AI and Machine,4.00,False
School of Computing,Hong Kong University of Science & Technology,COMP2111,Exploring Artificial Intelligence,3.00,CS2109S,Introduction to AI and Machine,4.00,False
School of Computing,Hong Kong University of Science & Technology,COMP2211,Exploring Artificial Intelligence,4.00,IT1244,Artificial Intelligence: Techn,4.00,True
School of Computing,Hong Kong University of Science & Technology,COMP3311,Database Management Systems,3.00,BT2102,Data Management and Visualisat,4.00,False
School of Computing,Hong Kong University of Science & Technology,COMP5221,Natural Language Processing,3.00,CS4248,Natural Language Processing,4.00,False
School of Computing,Hong Kong University of Science & Technology,IEDA3302,E-Commerce Technology and Applications,3.00,IS3240,Digital Platform Strategy and,4.00,False
School of Computing,Hong Kong University of Science & Technology,FINA4003,Wealth Management,3.00,BT4013,Analytics for Capital Market T,4.00,False
School of Computing,Hong Kong University of Science & Technology,MGMT3120,Managerial Leadership,4.00,IS3103,Digital Transformation and Lea,4.00,False
School of Computing,Hong Kong University of Science & Technology,COMP4211,Machine Learning,3.00,CS3264,Foundations of Machine Learnin,4.00,False
School of Computing,Hong Kong University of Science & Technology,ISOM3100H,Blockchain Programming in Business Applications,3.00,IS4302,Blockchain and Distributed Led,4.00,False
School of Computing,Hong Kong University of Science & Technology,COMP4901W,"Introduction to Blockchain, Cryptocurrencies and Smart Contracts",3.00,IS4302,Blockchain and Distributed Led,4.00,False
School of Computing,Hong Kong University of Science & Technology,ISOM3350,FinTech and Cryptoventures,3.00,IS4302,Blockchain and Distributed Led,4.00,False
School of Computing,Hong Kong University of Science & Technology,IDEA3180,Data-Driven Portfolio Optimization,3.00,IS4226,Systematic Trading Strategies,4.00,False
School of Computing,Hong Kong University of Science & Technology,ECON4274,Programing Econometrics with R,3.00,BT2101,Econometrics Modeling for Busi,4.00,False
School of Computing,Hong Kong University of Science & Technology,COMP3632,Principles of Cybersecurity,3.00,CS2107,Introduction to Information Se,4.00,False
School of Computing,Hong Kong University of Science & Technology,COMP5711,Introduction to Advanced Algorithmic Techniques,3.00,CS3230,Design and Analysis of Algorit,4.00,False
School of Computing,Hong Kong University of Science & Technology,COMP4321,Search Engines for Web and Enterprise Data,3.00,CS3245,Information Retrieval,4.00,False
School of Computing,City University of Hong Kong,SDSC3003,Blockchain and Distributed Ledger Technologies,3.00,IS4302,Blockchain and Distributed Led,4.00,False
School of Computing,City University of Hong Kong,SDSC3023,Data Science Applications in Portfolio Risk Analysis,3.00,BT4016,Risk Analytics for Financial S,4.00,False
School of Computing,City University of Hong Kong,IS4435,Governance & Regulatory Compliance for Financial Information Systems,3.00,IS4234,"Governance, Regulation, and Co",4.00,False
School of Computing,City University of Hong Kong,CS3270,Fundamentals of Computer Networks and the Internet,3.00,CS2105,Introduction to Computer Netwo,4.00,False
School of Computing,City University of Hong Kong,CS4182,Computer Graphics,3.00,CS3241,Computer Graphics,4.00,False
School of Computing,City University of Hong Kong,IS4537,Information Systems Audit,3.00,IS4234,"Governance, Regulation, and Co",4.00,False
School of Computing,City University of Hong Kong,IS4532,Global Project Management,3.00,IS4100,IT Project Management,4.00,False
School of Computing,City University of Hong Kong,CS3201,Computer Networks,3.00,CS2105,Introduction to Computer Netwo,4.00,False
School of Computing,City University of Hong Kong,MS4111,Enterprise Resource Planning,3.00,IS3221,ERP Systems with Analytics Sol,4.00,False
School of Computing,City University of Hong Kong,IS4837,Delivery Systems for Financial Services,3.00,IS4228,Information Technologies in Fi,4.00,False
School of Computing,City University of Hong Kong,IS4834,Business Intelligence,3.00,IS4240,Business Intelligence Systems,4.00,False
School of Computing,City University of Hong Kong,IS4861,Machine Learning for Business,3.00,BT4240,Machine Learning for Predictiv,4.00,False
School of Computing,City University of Hong Kong,CS2334,Data Structures for Data Science,3.00,CS2040,Data Structures and Algorithms,4.00,False
School of Computing,City University of Hong Kong,CS4465,Computational Biology and Bioinformatics,3.00,CS2220,Introduction to Computational,4.00,False
School of Computing,City University of Hong Kong,CS4188,Virtual Reality,3.00,CS3240,Interaction Design,4.00,False
School of Computing,City University of Hong Kong,IS4246,Digital Marketing and Customer Relationship Management,3.00,IS3150,Digital Media Marketing,4.00,False
School of Computing,City University of Hong Kong,SDSC3018,INTRODUCTION TO INTERNET OF THINGS,3.00,IS4151,AIoT Solutions and Development,4.00,False
School of Computing,City University of Hong Kong,MS4224,Enterprise Data Mining,3.00,BT4221,Advanced Analytics with Big Da,4.00,False
School of Computing,City University of Hong Kong,IS3100,Techniques for Big Data,3.00,CS4225,Big Data Systems for Data Scie,4.00,False
School of Computing,City University of Hong Kong,SCSC3002,Data Mining,3.00,CS5228,Knowledge Discovery and Data M,4.00,False
School of Computing,City University of Hong Kong,IS2021,Big Data Management,3.00,BT4221,Advanced Analytics with Big Da,4.00,False
School of Computing,City University of Hong Kong,IS2023,Mobile Applications for Business,3.00,IS2218,Digital Platforms for Business,4.00,False
School of Computing,City University of Hong Kong,EF3320,Security Analysis and Portfolio Management,3.00,BT4013,Analytics for Capital Market T,4.00,False
School of Computing,City University of Hong Kong,EF4323,Trading Room Workshop,3.00,IS4226,Systematic Trading Strategies,4.00,False
School of Computing,City University of Hong Kong,IS3100,Techniques for Big Data,3.00,BT4221,Advanced Analytics with Big Da,4.00,False
School of Computing,City University of Hong Kong,MA4550,A Mathematical Introduction to Machine Learning for Data Sciences,3.00,CS3244,Machine Learning,4.00,False
School of Computing,City University of Hong Kong,IS3101,BLOCKCHAIN AND DIGITAL CURRENCY,3.00,IS4302,Blockchain and Distributed Led,4.00,False
School of Computing,City University of Hong Kong,MS4212,PREDICTIVE ANALYTICS AND FORECASTING,3.00,BT4013,Analytics for Capital Market T,4.00,False
School of Computing,City University of Hong Kong,SDSC4016,Fundamentals of Machine Learning II,3.00,CS3244,Machine Learning,4.00,False
School of Computing,City University of Hong Kong,CB3043,BUSINESS CASE ANALYSIS AND COMMUNICATION,3.00,IS3103,Digital Transformation and Lea,4.00,False
School of Computing,City University of Hong Kong,EF4321,Derivatives and Risk Management,3.00,BT4016,Risk Analytics for Financial S,4.00,False
School of Computing,City University of Hong Kong,CS4186,Computer Vision and Image Processing,3.00,CS4277,3D Computer Vision,4.00,False
School of Computing,City University of Hong Kong,IS4834,Business Intelligence and Analytics,3.00,BT4222,Mining Web Data for Business I,4.00,False
School of Computing,City University of Hong Kong,CS4185,Multimedia Technologies and Applications,3.00,CS2108,Introduction to Media Computin,4.00,False
School of Computing,City University of Hong Kong,CS4335,Design and Analysis of Algorithms,3.00,CS3230,Design and Analysis of Algorit,4.00,False
School of Computing,City University of Hong Kong,CS4394,Information Security and Management,3.00,CS2107,Introduction to Information Se,4.00,False
School of Computing,City University of Hong Kong,IS4133,Cloud Computing and Services,3.00,IS4236,Cloud Services and Infrastruct,4.00,False
School of Computing,City University of Hong Kong,CS3402,Database Systems,3.00,CS2102,Database Systems,4.00,False
School of Computing,City University of Hong Kong,CS4487,Machine Learning,3.00,CS3244,Machine Learning,4.00,False
School of Computing,City University of Hong Kong,CS3334,Data Structures,3.00,CS2040,Data Structures and Algorithms,4.00,False
School of Computing,City University of Hong Kong,CS3483,Multimodal Interface Design,3.00,CS3240,Interaction Design,4.00,False
School of Computing,City University of Hong Kong,CS3356,Managing Software Projects,3.00,IS4100,IT Project Management,4.00,False
School of Computing,City University of Hong Kong,MS4252,Big Data Analytics,3.00,BT4221,Advanced Analytics with Big Da,4.00,False
School of Computing,City University of Hong Kong,MKT4636,Data-centric Marketing,3.00,BT4211,Data-Driven Marketing,4.00,False
School of Computing,City University of Hong Kong,CS4480,Data-Intensive Computing,3.00,BT4211,Data-Driven Marketing,4.00,False
School of Computing,City University of Hong Kong,CS5488,Big Data Algorithms and Techniques,3.00,BT4211,Data-Driven Marketing,4.00,False
School of Computing,City University of Hong Kong,CS4486,Artificial Intelligence,3.00,CS2109S,Introduction to AI and Machine,4.00,False
School of Computing,City University of Hong Kong,MA2509,Discrete Mathematics,3.00,CS1231,Discrete Structures,4.00,True
School of Computing,City University of Hong Kong,IS4650,Global Business Technology Consulting,3.00,IS4243,Digital Transformation Consult,4.00,False
School of Computing,City University of Hong Kong,IS4835,Information Technology for Financial Services,3.00,IS4228,Information Technologies in Fi,4.00,False
School of Computing,City University of Hong Kong,EE4213,Human-Computer Interaction,3.00,CS3240,Interaction Design,4.00,False
School of Computing,City University of Hong Kong,IS3237,Information Services for Business Organizations,3.00,IS3240,Digital Platform Strategy and,4.00,False
School of Computing,City University of Hong Kong,GE2340,Artificial Intelligence,3.00,IS4242,Intelligent Systems and Techni,4.00,False
School of Computing,City University of Hong Kong,SEEM4024,Global Project Management,3.00,IS4100,IT Project Management,4.00,False
School of Computing,City University of Hong Kong,CS3343,Software Engineering Practice,3.00,CS2103,Software Engineering,4.00,False
School of Computing,City University of Hong Kong,CS4187,Computer Vision for Interactivity,3.00,CS4243,Computer Vision and Pattern Re,4.00,False
School of Computing,City University of Hong Kong,CS4487,Machine Learning,3.00,BT4240,Machine Learning for Predictiv,4.00,False
School of Computing,City University of Hong Kong,IS4340,Search Engine Optimization,3.00,BT4212,Search Engine Optimization and,4.00,False
School of Computing,City University of Hong Kong,MA3513,Elementary Numerical Methods,3.00,BT3102,Computational Methods for Busi,4.00,False
School of Computing,City University of Hong Kong,CS4286,Internet Security and E-Commerce Protocols,3.00,CS2107,Introduction to Information Se,4.00,False
School of Computing,City University of Hong Kong,MS4226,Risk Management Models,3.00,BT4016,Risk Analytics for Financial S,4.00,False
School of Computing,City University of Hong Kong,ME4252,Big Data Analytics,3.00,BT4221,Advanced Analytics with Big Da,4.00,False
School of Computing,City University of Hong Kong,SDSC3006,Fundamentals of Machine Learning I,3.00,CS3244,Machine Learning,4.00,False
School of Computing,City University of Hong Kong,CS3103,Operating Systems,3.00,CS2106,Introduction to Operating Syst,4.00,False
School of Computing,City University of Hong Kong,MA4550,A Mathematical Introduction to Machine Learning for Data Sciences,3.00,BT4240,Machine Learning for Predictiv,4.00,False
School of Computing,City University of Hong Kong,ADSE4005,INDUSTRIAL DATA AND MANUFACTURING ANALYTICS,3.00,BT4240,Machine Learning for Predictiv,4.00,False
School of Computing,City University of Hong Kong,GE2340,"Artificial Intelligence Past, Present, and Future",3.00,IT1244,Artificial Intelligence: Techn,4.00,False
School of Computing,City University of Hong Kong,CS4296,Cloud Computing,3.00,CS5224,Cloud Computing,4.00,False
School of Computing,City University of Hong Kong,SDSC4016,Fundamentals of Machine Learning II,3.00,BT4240,Machine Learning for Predictiv,4.00,False
School of Computing,City University of Hong Kong,EN4574,Communication Strategies in Business Projects,3.00,IS3103,Digital Transformation and Lea,4.00,False
School of Computing,City University of Hong Kong,SDSC4107,Financial Engineering and Analytics,3.00,BT4013,Analytics for Capital Market T,4.00,False
School of Computing,City University of Hong Kong,CS2103,Computer Programming,3.00,CS1010E,Programming Methodology,4.00,True
School of Computing,City University of Hong Kong,CS2310,Computer Programming,3.00,CS1010E,Programming Methodology,4.00,True
School of Computing,City University of Hong Kong,EE4211,Computer Vision,3.00,CS3243,Introduction to Artificial Int,4.00,False
School of Computing,City University of Hong Kong,CS2115,Computer Organization,6.00,CS2100,Computer Organisation,4.00,False
School of Computing,"University of Hong Kong, The",IIMT3601,Database Management,6.00,IT3010,Data Management for Business A,4.00,False
School of Computing,"University of Hong Kong, The",COMP3358,Distributed and Parallel Computing,6.00,CS3210,Parallel Computing,4.00,False
School of Computing,"University of Hong Kong, The",IIMT3643,Data visualization and visual analytics,6.00,BT2102,Data Management and Visualisat,4.00,False
School of Computing,"University of Hong Kong, The",COMP3361,Natural language processing,6.00,CS4248,Natural Language Processing,4.00,False
School of Computing,"University of Hong Kong, The",COMP3316,QUANTUM INFORMATION AND COMPUTATION,6.00,CS4268,Quantum Computing,4.00,False
School of Computing,"University of Hong Kong, The",IMSE3111,Intelligent optimisation,6.00,BT3104,Optimization Methods for Busin,4.00,False
School of Computing,"University of Hong Kong, The",MATH3601,Numerical analysis,6.00,BT3104,Optimization Methods for Busin,4.00,False
School of Computing,"University of Hong Kong, The",IMSE2135,Mathematical optimisation,6.00,BT3104,Optimization Methods for Busin,,False
School of Computing,"University of Hong Kong, The",SDST3612,Statistical machine learning,6.00,CS3244,Machine Learning,4.00,False
School of Computing,"University of Hong Kong, The",SDST3612,Statistical machine learning,6.00,BT4240,Machine Learning for Predictiv,4.00,False
School of Computing,"University of Hong Kong, The",FINA2320,Investments and Portfolio Analysis,6.00,BT4013,Analytics for Capital Market T,4.00,False
School of Computing,"University of Hong Kong, The",COMP3297,Introduction to Software Engineering,6.00,CS2113,Software Engineering & Object-,4.00,False
School of Computing,"University of Hong Kong, The",IMSE2113,Information Systems,6.00,IS1128,"IT, Management and Organisatio",4.00,True
School of Computing,"University of Hong Kong, The",MKTG3529,Social Media Marketing,6.00,IS4241,Social Media Network Analysis,4.00,False
School of Computing,"University of Hong Kong, The",MKTG3524,Digital marketing,6.00,IS3150,Digital Media Marketing,4.00,False
School of Computing,"University of Hong Kong, The",SDST4607,Credit risk analysis,6.00,BT4016,Risk Analytics for Financial S,4.00,False
School of Computing,"University of Hong Kong, The",SDST3613,Marketing engineering,6.00,BT4211,Data-Driven Marketing,4.00,False
