Faculty,Partner University,PU Course,PU Course Title,PU Course Units,NUS Course,NUS Course Title,NUS Course Units,Pre Approved
NUS Business School,"Hong Kong Polytechnic University, The",MM2711,Introduction to Marketing,3.00,MKT1705X,Principles of Marketing,4.00,True
NUS Business School,"Hong Kong Polytechnic University, The",AF2504,Introduction to Business Law,3.00,BSP1702X,Legal Environment of Business,4.00,True
NUS Business School,"Hong Kong Polytechnic University, The",LGT2106,Principles of Operations Management,3.00,DAO2703,Operations and Technology Mana,4.00,True
NUS Business School,"Hong Kong Polytechnic University, The",LGT2425,Introduction to Business Analytics,3.00,DAO1704X,Decision Analytics using Sprea,4.00,True
NUS Business School,"Hong Kong Polytechnic University, The",MM2021,MANAGEMENT & ORGANISATION,,MNO1706,Organisational Behaviour,4.00,True
NUS Business School,"Hong Kong Polytechnic University, The",MM2021,MANAGEMENT & ORGANISATION,,MNO1706X,Organisational Behaviour,4.00,True
NUS Business School,Hong Kong University of Science & Technology,MGMT4210,CORPORATE STRATEGY,3.00,BSP3701,Strategic Management,4.00,True
NUS Business School,Hong Kong University of Science & Technology,MGMT1110,INTRODUCTION TO MANAGEMENT,3.00,MNO1706X,Organisational Behaviour,4.00,True
NUS Business School,Hong Kong University of Science & Technology,MGMT2110,ORGANIZATIONAL BEHAVIOUR,3.00,MNO1706X,Organisational Behaviour,4.00,True
NUS Business School,Hong Kong University of Science & Technology,MGMT1110,INTRODUCTION TO MANAGEMENT,3.00,MNO1706,Organisational Behaviour,4.00,True
NUS Business School,Hong Kong University of Science & Technology,MGMT2110,ORGANIZATIONAL BEHAVIOUR,3.00,MNO1706,Organisational Behaviour,4.00,True
NUS Business School,Hong Kong University of Science & Technology,FINA4603,VENTURE CAPITAL FINANCING,3.00,FIN4717,Entrepreneurial Finance,4.00,True
NUS Business School,Hong Kong University of Science & Technology,ISOM2700,OPERATIONS MANAGEMENT,3.00,DAO2703,Operations and Technology Mana,4.00,True
NUS Business School,Hong Kong University of Science & Technology,MARK3410,PROMOTION AND ADVERTISING MANAGEMENT,4.00,MKT3718,Advertising & Promotion Manage,4.00,True
NUS Business School,Hong Kong University of Science & Technology,MARK1220,MARKETING AND SOCIETY,3.00,MKT3761X,Topics in Marketing,4.00,True
NUS Business School,Hong Kong University of Science & Technology,MARK3220,MARKETING RESEARCH,4.00,MKT3722,Research for Marketing Insight,4.00,True
NUS Business School,Hong Kong University of Science & Technology,MARK3470,SERVICES MARKETING,4.00,MKT3711,Services Marketing,4.00,True
NUS Business School,Hong Kong University of Science & Technology,MGMT3110,HUMAN RESOURCES MANAGEMENT,4.00,MNO3701,Human Capital Management,4.00,True
NUS Business School,Hong Kong University of Science & Technology,MARK3480,PRICING STRATEGY,3.00,MKT4811,Pricing Strategy,4.00,False
NUS Business School,Hong Kong University of Science & Technology,ISOM4750,BUSINESS PROJECT MANAGEMENT,3.00,DOS3713,Project Management,4.00,True
NUS Business School,Hong Kong University of Science & Technology,MARK3610,DIGITAL MARKETING,4.00,MKT3714,Digital Marketing,4.00,True
NUS Business School,Hong Kong University of Science & Technology,MARK1230,CONSUMERISM & HAPPINESS,3.00,MKT3761Y,Topics in Marketing,4.00,True
NUS Business School,Hong Kong University of Science & Technology,MARK4450,BRAND MANAGEMENT,4.00,MKT3717,Product & Brand Management,4.00,True
NUS Business School,Hong Kong University of Science & Technology,ISOM4770,SUPPLY CHAIN MANAGEMENT,3.00,DOS3701,Supply Chain Management,4.00,True
NUS Business School,Hong Kong University of Science & Technology,MARK4210,STRATEGIC MARKETING,4.00,MKT3761Z,Topics in Marketing,4.00,True
NUS Business School,Hong Kong University of Science & Technology,ISOM3730,QUALITY & PROCESS MANAGEMENT,3.00,DOS3761X,Topics in Operations & Supply,4.00,True
NUS Business School,Hong Kong University of Science & Technology,MARK3420,CONSUMER BEHAVIOR,4.00,MKT3702,Consumer Behaviour,4.00,True
NUS Business School,Hong Kong University of Science & Technology,FINA3203,DERIVATIVE SECURITIES,3.00,FIN3712,Options and Futures,4.00,True
NUS Business School,Hong Kong University of Science & Technology,FINA3204,DERIVATIVE SECURITIES,4.00,FIN3712,Options and Futures,4.00,True
NUS Business School,Hong Kong University of Science & Technology,FINA3504,MANAGEMENT OF FINANCIAL INSTITUTIONS,4.00,FIN3713,Bank Management,4.00,True
NUS Business School,Hong Kong University of Science & Technology,FINA4503,BANKING AND FINANCIAL INTERMEDIATION,3.00,FIN3713,Bank Management,4.00,True
NUS Business School,Hong Kong University of Science & Technology,FINA3304,FINANCIAL MARKETS,4.00,FIN3703,Financial Markets,4.00,True
NUS Business School,Hong Kong University of Science & Technology,MGMT3140,NEGOTIATION,3.00,MNO3702,Negotiation and Conflict Mgt,4.00,True
NUS Business School,Hong Kong University of Science & Technology,FINA3104,INVESTMENT ANALYSIS AND PORTFOLIO MANAGEMENT,4.00,FIN3702,Investment Analysis and Portfo,4.00,True
NUS Business School,City University of Hong Kong,CB2300,MANAGEMENT,3.00,MNO1706X,Organisational Behaviour,4.00,True
NUS Business School,City University of Hong Kong,MKT2681,INTRODUCTION TO MARKETING,3.00,MKT1705,Principles of Marketing,4.00,True
NUS Business School,City University of Hong Kong,MKT2681,INTRODUCTION TO MARKETING,3.00,MKT1705X,Principles of Marketing,4.00,True
NUS Business School,City University of Hong Kong,CB2300,MANAGEMENT,3.00,MNO1706,Organisational Behaviour,4.00,True
NUS Business School,City University of Hong Kong,CB3410,FINANCIAL MANAGEMENT,3.00,FIN2704,Finance,4.00,True
NUS Business School,City University of Hong Kong,CB3410,FINANCIAL MANAGEMENT,3.00,FIN2704X,Finance,4.00,True
NUS Business School,City University of Hong Kong,CB2201,OPERATIONS MANAGEMENT,3.00,DAO2703,Operations and Technology Mana,4.00,True
NUS Business School,City University of Hong Kong,MKT4625,ADVERTISING MANAGEMENT AND INTEGRATED MARKETING COMMUNICATIONS,3.00,MKT3718,Advertising & Promotion Manage,4.00,True
NUS Business School,City University of Hong Kong,MKT4628,DIGITAL MARKETING,3.00,MKT3714,Digital Marketing,4.00,True
NUS Business School,City University of Hong Kong,MKT3602,MARKETING RESEARCH,3.00,MKT3722,Research for Marketing Insight,4.00,True
NUS Business School,City University of Hong Kong,EF4312,MERGERS AND ACQUISITIONS,3.00,FIN4714,Valuation and Mergers & Acquis,4.00,True
NUS Business School,City University of Hong Kong,EF4327,FIXED INCOME SECURITIES,3.00,FIN3717,Fixed Income Securities,4.00,True
NUS Business School,City University of Hong Kong,EF4323,TRADING ROOM WORKSHOP,3.00,FIN3761X,Topics in Finance,4.00,True
NUS Business School,City University of Hong Kong,MKT4623,SELLING AND SALES MANAGEMENT,3.00,MKT4761D,,4.00,False
NUS Business School,City University of Hong Kong,MKT4636,CUSTOMER ANALYTICS,3.00,MKT4721,Customer Analytics & Visualiza,4.00,False
NUS Business School,City University of Hong Kong,MS4227,PRICING AND REVENUE MANAGEMENT,3.00,DBA3712,Dynamic Pricing & Revenue Mgt,4.00,True
NUS Business School,City University of Hong Kong,CB3041,FINANCIAL STATEMENT ANALYSIS,3.00,FIN3720,Financial Statement Analysis,4.00,True
NUS Business School,City University of Hong Kong,MGT4309,TALENT MANAGEMENT: LEARNING AND DEVELOPMENT,3.00,MNO3712,Training and Development,4.00,True
NUS Business School,City University of Hong Kong,MKT4622,SERVICES MARKETING,3.00,MKT3711,Services Marketing,4.00,True
NUS Business School,City University of Hong Kong,EF4313,CORPORATE FINANCE,3.00,FIN3701,Corporate Finance,4.00,True
NUS Business School,City University of Hong Kong,EF3333,"FINANCIAL SYSTEMS, MARKETS AND INSTRUMENTS",3.00,FIN3703,Financial Markets,4.00,True
NUS Business School,City University of Hong Kong,EF4328,ASSET MANAGEMENT,3.00,FIN4761C,SIF: Applied Portfolio Managem,4.00,True
NUS Business School,City University of Hong Kong,AC4332,CORPORATE FINANCE AND CONTROL,3.00,FIN3701,Corporate Finance,4.00,True
NUS Business School,City University of Hong Kong,EF4473,INTERNATIONAL TRADE,3.00,FIN3711,International Financial Mgt,4.00,True
NUS Business School,City University of Hong Kong,MS3122,LOGISTICS & SUPPLY CHAIN ANALYSIS,3.00,DOS3701,Supply Chain Management,4.00,True
NUS Business School,City University of Hong Kong,MS3302,MANAGEMENT OF SERVICE OPERATIONS,3.00,DOS3703,Service Operations Management,4.00,True
NUS Business School,City University of Hong Kong,CB2100,INTRODUCTION TO FINANCIAL ACCOUNTING,3.00,ACC1701X,Accounting for Decision Makers,4.00,True
NUS Business School,City University of Hong Kong,MKT3603,CONSUMER BEHAVIOR,3.00,MKT3702,Consumer Behaviour,4.00,True
NUS Business School,City University of Hong Kong,EF4321,DERIVATIVES AND RISK MANAGEMENT,3.00,FIN3712,Options and Futures,4.00,True
NUS Business School,City University of Hong Kong,EF4331,INTERNATIONAL FINANCE AND BANKING,3.00,FIN3711,International Financial Mgt,4.00,True
NUS Business School,City University of Hong Kong,EF3320,SECURITY ANALYSIS AND PORTFOLIO MANAGEMENT,3.00,FIN3702,Investment Analysis and Portfo,4.00,True
NUS Business School,"University of Hong Kong, The",FINA3353,"REGULATORY, OPERATIONAL AND VALUATION ISSUES IN FINANCE INSTITUTIONS",6.00,FIN3713,Bank Management,4.00,True
NUS Business School,"University of Hong Kong, The",FINA2312,ADVANCED CORPORATE FINANCE,6.00,FIN3701,Corporate Finance,4.00,True
NUS Business School,"University of Hong Kong, The",MKTG3501,CONSUMER BEHAVIOUR,6.00,MKT3702,Consumer Behaviour,4.00,True
NUS Business School,"University of Hong Kong, The",BUSI1004,MARKETING,6.00,MKT1705,Principles of Marketing,4.00,True
NUS Business School,"University of Hong Kong, The",MKTG2501,INTRODUCTION TO MARKETING,6.00,MKT1705,Principles of Marketing,4.00,True
NUS Business School,"University of Hong Kong, The",BUSI1004,MARKETING,6.00,MKT1705X,Principles of Marketing,4.00,True
NUS Business School,"University of Hong Kong, The",MKTG2501,INTRODUCTION TO MARKETING,6.00,MKT1705X,Principles of Marketing,4.00,True
NUS Business School,"University of Hong Kong, The",MKTG3531,STRATEGIC MARKETING MANAGEMENT,6.00,MKT3701,Marketing Strategy: Analysis a,4.00,True
NUS Business School,"University of Hong Kong, The",BUSI0023,OPERATIONS AND QUALITY MANAGEMENT,6.00,DAO2703,Operations and Technology Mana,4.00,True
NUS Business School,"University of Hong Kong, The",FINA2342,INSURANCE: THEORY & PRACTICE,6.00,FIN3715,Risk and Insurance,4.00,True
NUS Business School,"University of Hong Kong, The",BUSI0034,HUMAN RESOURCE MANAGEMENT: THEORY & PRACTICE,6.00,MNO3701,Human Capital Management,4.00,True
NUS Business School,"University of Hong Kong, The",BUSI0038,SERVICES MARKETING,6.00,MKT3711,Services Marketing,4.00,True
NUS Business School,"University of Hong Kong, The",IIMT2641,INTRODUCTION TO BUSINESS ANALYTICS,6.00,DBA3803,Predictive Analytics in Busine,4.00,True
NUS Business School,"University of Hong Kong, The",IIMT1611,PRINCIPLES OF TECHNOLOGY ENTREPRENEURSHIP,6.00,BSN3701,Technological Innovation,4.00,True
NUS Business School,"University of Hong Kong, The",FINA2320,INVESTMENTS AND PORTFOLIO ANALYSIS,6.00,FIN3702,Investment Analysis and Portfo,4.00,True
NUS Business School,"University of Hong Kong, The",FINA3316,"INVESTMENT BANKING: VALUATION, LBOS AND M&A",6.00,FIN4714,Valuation and Mergers & Acquis,4.00,False
NUS Business School,"University of Hong Kong, The",FINA2383,INTERNATIONAL FINANCIAL MANGEMENT,6.00,FIN3711,International Financial Mgt,4.00,True
NUS Business School,"University of Hong Kong, The",FINA0106,INSURANCE: THEORY & PRACTICE,6.00,FIN3715,Risk and Insurance,4.00,True
NUS Business School,"University of Hong Kong, The",FINA2322,DERIVATIVES,6.00,FIN3712,Options and Futures,4.00,True
NUS Business School,"University of Hong Kong, The",IIMT3627,VENTURE AND ENTREPRENEURSHIP MANAGEMENT,6.00,BSN3702,New Venture Creation,4.00,True
NUS Business School,"University of Hong Kong, The",FINA2330,FINANCIAL MARKETS & INSTITUTIONS,3.00,FIN3703,Financial Markets,4.00,True
NUS Business School,"University of Hong Kong, The",FINA0105,INTERNATIONAL FINANCIAL MANAGEMENT,6.00,FIN3711,International Financial Mgt,4.00,True
NUS Business School,"University of Hong Kong, The",FINA2802,INVESTMENTS AND PORTFOLIO ANALYSIS,6.00,FIN3702,Investment Analysis and Portfo,4.00,True
NUS Business School,"Chinese University of Hong Kong, The",FINA3070,CORPORATE FINANCE: THEORY AND PRACTICE,3.00,FIN3701,Corporate Finance,4.00,True
NUS Business School,"Chinese University of Hong Kong, The",MGNT4010,STRATEGIC MANAGEMENT,3.00,BSP3701,Strategic Management,4.00,True
NUS Business School,"Chinese University of Hong Kong, The",FINA2010,FINANCIAL MANAGEMENT,3.00,FIN2704,Finance,4.00,True
NUS Business School,"Chinese University of Hong Kong, The",FINA2010,FINANCIAL MANAGEMENT,3.00,FIN2704X,Finance,4.00,True
NUS Business School,"Chinese University of Hong Kong, The",DSME2030,OPERATIONS MANAGEMENT,3.00,DAO2703,Operations and Technology Mana,4.00,True
NUS Business School,"Chinese University of Hong Kong, The",MKTG4030,SERVICE MARKETING,3.00,MKT3711,Services Marketing,4.00,True
NUS Business School,"Chinese University of Hong Kong, The",MKTG4080,INTERNET MARKETING,3.00,MKT3714,Digital Marketing,4.00,True
NUS Business School,"Chinese University of Hong Kong, The",FINA4410,CURRENT DEVELOPMENTS IN FINTECH,3.00,FIN4718,FinTech Management,4.00,True
NUS Business School,"Chinese University of Hong Kong, The",FINA4400,BEHAVIOURAL FINANCE,3.00,FIN3761X,Topics in Finance,4.00,True
NUS Business School,"Chinese University of Hong Kong, The",MKTG4160,PRICING,3.00,MKT4811,Pricing Strategy,4.00,False
NUS Business School,"Chinese University of Hong Kong, The",FINA4020,FUND MANAGEMENT AND ASSET ALLOCATION,3.00,FIN3761X,Topics in Finance,4.00,True
NUS Business School,"Chinese University of Hong Kong, The",GLEF4020,BANKING AND FINANCIAL REGULATION,3.00,FIN3761X,Topics in Finance,4.00,True
NUS Business School,"Chinese University of Hong Kong, The",RMSC2001,INTRODUCTION TO RISK MANAGEMENT,3.00,FIN3715,Risk and Insurance,4.00,True
NUS Business School,"Chinese University of Hong Kong, The",FINA4010,SECURITY ANALYSIS,3.00,FIN4713,Advanced Portfolio Management:,4.00,True
NUS Business School,"Chinese University of Hong Kong, The",FINA4040,CASES IN CORPORATE FINANCE,3.00,FIN3701,Corporate Finance,4.00,True
NUS Business School,"Chinese University of Hong Kong, The",FINA3210,RISK MANAGEMENT AND INSURANCE,3.00,FIN3715,Risk and Insurance,4.00,True
NUS Business School,"Chinese University of Hong Kong, The",MKTG3020,CONSUMER BEHAVIOUR,3.00,MKT3702,Consumer Behaviour,4.00,True
NUS Business School,"Chinese University of Hong Kong, The",FINA4110,OPTIONS AND FUTURES,3.00,FIN3712,Options and Futures,4.00,True
NUS Business School,"Chinese University of Hong Kong, The",FINA3010,FINANCIAL MARKETS,3.00,FIN3703,Financial Markets,4.00,True
NUS Business School,"Chinese University of Hong Kong, The",FINA3080,INVESTMENT ANALYSIS AND PORTFOLIO MANAGEMENT,3.00,FIN3702,Investment Analysis and Portfo,4.00,True
NUS Business School,"Chinese University of Hong Kong, The",MGNT4090,MGNT4090,3.00,DOS3811,Technology and Business Innova,4.00,True
NUS Business School,Trinity College Dublin,BUU22560,INTRODUCTION TO OPERATIONS MANAGEMENT,5.00,DAO2703,Operations and Technology Mana,4.00,True
NUS Business School,University of Commerce 'Luigi Bocconi' Milan,30755,STRATEGIC MANAGEMENT OF IMMERSIVE AND EXPERENTIAL TECHNOLOGIES,6.00,RE3810,Strategic Asset Management & P,4.00,True
NUS Business School,University of Commerce 'Luigi Bocconi' Milan,30439,GREEN MARKETING,6.00,MKT3724,Sustainability Marketing,4.00,True
NUS Business School,University of Commerce 'Luigi Bocconi' Milan,30404,ACCOUNTING,8.00,ACC1701X,Accounting for Decision Makers,4.00,True
NUS Business School,University of Commerce 'Luigi Bocconi' Milan,30511,FINTECH FOR BANKING AND FINANCIAL TRANSFORMATION,6.00,FIN3761X,Topics in Finance,4.00,True
NUS Business School,University of Commerce 'Luigi Bocconi' Milan,30412,MACHINE LEARNING,6.00,DBA3761X,Topics in Business Analytics,4.00,True
NUS Business School,University of Commerce 'Luigi Bocconi' Milan,30514,BIG DATA FOR BUSINESS ANALYTICS,6.00,DBA3761X,Topics in Business Analytics,4.00,True
NUS Business School,University of Commerce 'Luigi Bocconi' Milan,30607,FOUNDATIONS OF DATA SCIENCE,6.00,DBA3803,Predictive Analytics in Busine,4.00,True
NUS Business School,University of Commerce 'Luigi Bocconi' Milan,30055,FINANCIAL ECONOMICS,6.00,FIN3702,Investment Analysis and Portfo,4.00,True
NUS Business School,University of Commerce 'Luigi Bocconi' Milan,30673,QUANTITATIVE METHODS FOR SOCIAL SCIENCES (MODULE II - DATA ANALYTICS),6.00,DBA3702,Descriptive Analytics with R,4.00,True
NUS Business School,University of Commerce 'Luigi Bocconi' Milan,30276,FAMILY BUSINESS STRATEGIES,6.00,BSN3717,Family Business,4.00,True
NUS Business School,University of Commerce 'Luigi Bocconi' Milan,30276,FAMILY BUSINESS STRATEGIES,6.00,FIN4761D,SIF: Family Business & Wealth,4.00,True
NUS Business School,University of Commerce 'Luigi Bocconi' Milan,30498,PRINCIPLES OF E-MARKETING & E-COMMERCE,6.00,MKT3714,Digital Marketing,4.00,True
NUS Business School,University of Commerce 'Luigi Bocconi' Milan,30378,THE TRANSFORMATION OF CULTURAL SECTOR AND ART MARKET: CRITICAL ISSUES AND CASES,6.00,MNO3761X,Topics in Leadership and Human,4.00,True
NUS Business School,University of Commerce 'Luigi Bocconi' Milan,30160,ANALYSIS AND INTERPRETATION OF FINANCIAL STATEMENTS,6.00,FIN3720,Financial Statement Analysis,4.00,True
NUS Business School,University of Commerce 'Luigi Bocconi' Milan,30551,ADVANCED ANALYSIS AND OPTIMIZATION - MODULE 1,5.00,DBA3761X,Topics in Business Analytics,4.00,True
NUS Business School,University of Commerce 'Luigi Bocconi' Milan,30228,MARKETING RESEARCH,6.00,MKT3722,Research for Marketing Insight,4.00,True
NUS Business School,University of Commerce 'Luigi Bocconi' Milan,30434,FINANCIAL MARKETS AND INSTITUTIONS,5.00,FIN3703,Financial Markets,4.00,True
NUS Business School,University of Commerce 'Luigi Bocconi' Milan,30433,FINANCE - MODULE 1 (CORPORATE FINANCE),5.00,FIN3701,Corporate Finance,4.00,True
NUS Business School,University of Commerce 'Luigi Bocconi' Milan,30230,PERSONAL SELLING,6.00,MKT4722,Personal Selling & Sales Manag,4.00,True
NUS Business School,University of Commerce 'Luigi Bocconi' Milan,30588,FINANCIAL STATEMENT ANALYSIS FOR COMPANY VALUATION,6.00,FIN3720,Financial Statement Analysis,4.00,True
NUS Business School,University of Commerce 'Luigi Bocconi' Milan,30456,STATISTICS - MODULE I (THEORY AND METHODS),7.00,DBA3702,Descriptive Analytics with R,4.00,True
NUS Business School,University of Commerce 'Luigi Bocconi' Milan,30515,APPLIED STOCHASTIC PROCESSES,6.00,DBA3711,Stochastic Models in Managemen,4.00,True
NUS Business School,University of Commerce 'Luigi Bocconi' Milan,30464,EMPIRICAL RESEARCH METHODS AND DATA ANALYSIS,7.00,DBA3761X,Topics in Business Analytics,4.00,True
NUS Business School,University of Commerce 'Luigi Bocconi' Milan,30587,DATA-DRIVEN ANALYSIS AND DECISION-MAKING IN BUSINESS,6.00,DBA3761X,Topics in Business Analytics,4.00,True
NUS Business School,University of Commerce 'Luigi Bocconi' Milan,30571,FASHION COLLECTIONS & SUSTAINABILITY,6.00,MKT3761X,Topics in Marketing,4.00,True
NUS Business School,University of Commerce 'Luigi Bocconi' Milan,30150,INTRODUCTION TO OPTIONS AND FUTURES,6.00,FIN3712,Options and Futures,4.00,True
NUS Business School,University of Commerce 'Luigi Bocconi' Milan,30560,MATHEMATICAL MODELLING FOR FINANCE,8.00,FIN3761X,Topics in Finance,4.00,True
NUS Business School,University of Commerce 'Luigi Bocconi' Milan,30181,THE MICROSTRUCTURE OF FINANCIAL MARKETS,6.00,FIN3703,Financial Markets,4.00,True
NUS Business School,University of Commerce 'Luigi Bocconi' Milan,30178,INTERNATIONAL BANKING,6.00,FIN3711,International Financial Mgt,4.00,True
NUS Business School,University of Commerce 'Luigi Bocconi' Milan,30151,PRINCIPLES OF INTERNATIONAL FINANCE,6.00,FIN3711,International Financial Mgt,4.00,True
NUS Business School,University of Commerce 'Luigi Bocconi' Milan,30180,EQUITY PORTFOLIO MANAGEMENT,6.00,FIN3702,Investment Analysis and Portfo,4.00,True
NUS Business School,University of Commerce 'Luigi Bocconi' Milan,30012,BUSINESS STRATEGY,6.00,BSP3701,Strategic Management,4.00,True
NUS Business School,University of Commerce 'Luigi Bocconi' Milan,20160,CORPORATE STRATEGY,8.00,BSP3701,Strategic Management,4.00,True
NUS Business School,University of Commerce 'Luigi Bocconi' Milan,30017,Corporate Finance,6.00,FIN3701,Corporate Finance,4.00,True
NUS Business School,University of Commerce 'Luigi Bocconi' Milan,30006,FINANCIAL MARKETS AND INSTITUTIONS,6.00,FIN3703,Financial Markets,4.00,True
NUS Business School,University of Commerce 'Luigi Bocconi' Milan,30186,VENTURE AND DEVELOPMENT CAPITAL,6.00,BSN3702,New Venture Creation,4.00,True
NUS Business School,University of Commerce 'Luigi Bocconi' Milan,30184,RISK MANAGEMENT WITH DERIVATIVES,6.00,FIN3712,Options and Futures,4.00,True
NUS Business School,University of Commerce 'Luigi Bocconi' Milan,30185,BUSINESS VALUATION,6.00,RE3701,Real Estate Investment Analysi,4.00,True
NUS Business School,University of Commerce 'Luigi Bocconi' Milan,30443,INTERNATIONAL MACROECONOMICS,6.00,BSE4761A,Seminars in Business Economics,4.00,True
NUS Business School,University of Commerce 'Luigi Bocconi' Milan,30015,MARKETING,6.00,MKT1705,Principles of Marketing,4.00,True
NUS Business School,University of Commerce 'Luigi Bocconi' Milan,30015,MARKETING,6.00,MKT1705X,Principles of Marketing,4.00,True
NUS Business School,University of Commerce 'Luigi Bocconi' Milan,30607,FOUNDATIONS OF DATA SCIENCE,6.00,DAO2702,Programming for Business Analy,4.00,True
NUS Business School,University of Commerce 'Luigi Bocconi' Milan,30185,BUSINESS VALUATION,6.00,FIN3720,Financial Statement Analysis,4.00,True
NUS Business School,University of Commerce 'Luigi Bocconi' Milan,30284,EMPIRICAL METHODS FOR ECONOMICS,6.00,BSE3703,Econometrics for Business I,4.00,True
NUS Business School,University of Commerce 'Luigi Bocconi' Milan,30259,NEW PRODUCTS AND PRODUCT MANAGEMENT,6.00,MKT3717,Product & Brand Management,4.00,True
NUS Business School,University of Commerce 'Luigi Bocconi' Milan,30214,SUSTAINABLE OPERATIONS MANAGEMENT,6.00,DOS3714,Sustainable Operations Managem,4.00,True
NUS Business School,University of Commerce 'Luigi Bocconi' Milan,30223,MARKETING COMMUNICATIONS,6.00,MKT3718,Advertising & Promotion Manage,4.00,True
NUS Business School,University of Commerce 'Luigi Bocconi' Milan,30224,PRODUCT MANAGEMENT,6.00,MKT3717,Product & Brand Management,4.00,True
NUS Business School,University of Commerce 'Luigi Bocconi' Milan,30602,CONSUMER INSIGHTS,6.00,MKT3702,Consumer Behaviour,4.00,True
NUS Business School,University of Commerce 'Luigi Bocconi' Milan,30177,FINANCIAL MODELLING,6.00,FIN3716,Financial Modelling,4.00,True
NUS Business School,Maastricht University,EBC2031,"COGNITION, LEARNING AND HUMAN PERFORMANCE",6.50,MNO3761X,Topics in Leadership and Human,4.00,True
NUS Business School,Maastricht University,EBC2024,MARKETING RESEARCH AND SUPPLY CHAIN MANAGEMENT,6.50,MKT3722,Research for Marketing Insight,4.00,True
NUS Business School,Maastricht University,EBC2045,DIGITAL SUPPLY NETWORKS,6.50,DOS3761X,Topics in Operations & Supply,4.00,True
NUS Business School,Maastricht University,EBC2061,ERP & BI SYSTEMS,6.50,DBA3761X,Topics in Business Analytics,4.00,True
NUS Business School,Maastricht University,EBC4057,CORPORATE FINANCE,6.50,FIN3701,Corporate Finance,4.00,True
NUS Business School,Maastricht University,EBC2080,BEHAVIOURAL ECONOMICS,6.50,BSE3712,Behavioural Economics,4.00,True
NUS Business School,Maastricht University,EBC2060,DIGITALISATION AND ORGANISATIONS,6.50,DOS3761X,Topics in Operations & Supply,4.00,True
NUS Business School,Maastricht University,EBC2019,BANKING,6.50,FIN3761X,Topics in Finance,4.00,True
NUS Business School,Maastricht University,EBC2062,BRAND MANAGEMENT,6.50,MKT3717,Product & Brand Management,4.00,True
NUS Business School,Maastricht University,EBC2092,DEVELOPMENT ECONOMICS,6.50,BSE3761X,Topics in Business Economics,4.00,True
NUS Business School,Maastricht University,EBC2143,GLOBALISATION DEBATE,6.50,BSE3761X,Topics in Business Economics,4.00,True
NUS Business School,Maastricht University,EBC2032,MANAGING LEARNING & DEVELOPMENT AT THE WORKFORCE,6.50,MNO3712,Training and Development,4.00,True
NUS Business School,Maastricht University,EBC1002,MANAGEMENT OF ORGANISATIONS AND MARKETING,6.50,MKT1705,Principles of Marketing,4.00,True
NUS Business School,Maastricht University,EBC1002,MANAGEMENT OF ORGANISATIONS AND MARKETING,6.50,MKT1705X,Principles of Marketing,4.00,True
NUS Business School,Maastricht University,EBC1026,FINANCE,6.50,FIN2704,Finance,4.00,True
NUS Business School,Maastricht University,EBC1026,FINANCE,6.50,FIN2704X,Finance,4.00,True
NUS Business School,Maastricht University,EBC2053,OPTIONS AND FUTURES,6.50,FIN3712,Options and Futures,4.00,True
NUS Business School,Maastricht University,EBC1048,FINANCIAL ANALYSIS AND RISK MANAGEMENT,6.50,FIN3702,Investment Analysis and Portfo,4.00,True
NUS Business School,Maastricht University,EBC2081,"ETHICS, ORGANISATIONS AND SOCIETY",6.50,MNO2707,Business Ethics,2.00,True
NUS Business School,Maastricht University,EBC2059,MANAGEMENT ACCOUNTING,6.50,ACC2706,Managerial Accounting,4.00,True
NUS Business School,Maastricht University,EBC2048,ORGANISATIONAL BEHAVIOR,6.50,MNO1706,Organisational Behaviour,4.00,True
NUS Business School,Maastricht University,EBC2048,ORGANISATIONAL BEHAVIOR,6.50,MNO1706X,Organisational Behaviour,4.00,True
NUS Business School,Maastricht University,EBC4042,LEADERSHIP,6.50,MNO3761X,Topics in Leadership and Human,4.00,True
NUS Business School,Maastricht University,EBC4076,SERVICE MANAGEMENT,6.50,MKT3711,Services Marketing,4.00,True
NUS Business School,Maastricht University,EBC2086,TIME SERIES MODELLING,6.50,DBA3761X,Topics in Business Analytics,4.00,True
NUS Business School,Maastricht University,EBC2001,MACROECONOMICS AND FINANCE,6.50,FIN3701,Corporate Finance,4.00,True
NUS Business School,Maastricht University,EBC2063,MARKETING STRATEGY AND PRACTICE,6.50,MKT3761X,Topics in Marketing,4.00,True
NUS Business School,Maastricht University,EBC2065,GLOBAL TRANSPORT MANAGEMENT,6.50,DOS3761X,Topics in Operations & Supply,4.00,True
NUS Business School,Maastricht University,EBC2067,COMPARATIVE MANAGEMENT,6.50,MNO3761Z,Topics in Leadership and Human,4.00,True
NUS Business School,Maastricht University,EBC2082,THINKING STRATEGICALLY,6.50,BSE3711,Strategic Thinking: Economic A,4.00,True
NUS Business School,Maastricht University,EBC1029,FUNDAMENTALS OF SUPPLY CHAIN MANAGEMENT,6.50,DOS3701,Supply Chain Management,4.00,True
NUS Business School,Maastricht University,EBC2022,MANAGEMENT OF OPERATIONS AND PRODUCT DEVELOPMENT,6.50,DOS3704,Operations Strategy,4.00,True
NUS Business School,Maastricht University,EBC1047,MARKETING AND BUSINESS ANALYTICS,6.50,MKT4812,Marketing Analytics,4.00,True
NUS Business School,Maastricht University,EBC2041,CONSUMER BEHAVIOUR,6.50,MKT3702,Consumer Behaviour,4.00,True
